instance number_vertices number_edges population_size runtime num_success/num_runs num_evaluations_10_percentile num_evaluations_50_percentile num_evaluations_90_percentile
n0000009i01.txt 9 12 500 0.8898987770080566 1.0 31.0 126.0 370.4000000000002
n0000009i08.txt 9 12 500 1.1849956512451172 1.0 38.30000000000001 183.0 881.6000000000001
n0000009i04.txt 9 12 500 1.5063331127166748 1.0 39.30000000000001 199.5 666.1000000000007
n0000009i06.txt 9 12 500 1.4669597148895264 1.0 39.60000000000001 188.0 744.0000000000001
n0000009i00.txt 9 12 500 1.4279577732086182 1.0 31.6 201.0 628.3000000000002
n0000009i05.txt 9 12 500 1.2135162353515625 1.0 12.600000000000001 178.0 577.6000000000003
n0000009i03.txt 9 12 500 1.3019437789916992 1.0 37.900000000000006 138.0 509.90000000000026
n0000009i02.txt 9 12 500 1.2723400592803955 1.0 36.9 247.5 741.4000000000003
n0000009i09.txt 9 12 500 1.3454651832580566 1.0 27.6 176.0 718.5000000000005
n0000009i07.txt 9 12 500 1.3688225746154785 1.0 33.6 181.0 442.4000000000001
