instance number_vertices number_edges population_size runtime num_success/num_runs num_evaluations_10_percentile num_evaluations_50_percentile num_evaluations_90_percentile
n0000006i00.txt 6 15 500 1.1743175983428955 1.0 6.9 15.0 51.000000000000014
n0000006i02.txt 6 15 500 1.2426373958587646 1.0 4.9 22.0 63.90000000000003
n0000006i04.txt 6 15 500 1.0261454582214355 1.0 1.9000000000000004 7.5 18.400000000000006
n0000006i03.txt 6 15 500 1.19661545753479 1.0 1.9000000000000004 10.0 32.90000000000001
n0000006i05.txt 6 15 500 0.8452610969543457 1.0 2.0 7.0 19.200000000000003
n0000006i06.txt 6 15 500 1.054581642150879 1.0 1.9000000000000004 9.5 15.100000000000001
n0000006i09.txt 6 15 500 0.8450307846069336 1.0 4.800000000000001 19.0 47.400000000000034
n0000006i08.txt 6 15 500 1.037198781967163 1.0 5.0 18.0 55.80000000000001
n0000006i01.txt 6 15 500 1.170093297958374 1.0 4.9 17.0 94.9
n0000006i07.txt 6 15 500 1.3507797718048096 1.0 4.800000000000001 20.5 71.50000000000003
